project	bug	formula	rank_best_case	rank_average_case	rank_worst_case
Math	46	opt2	1	1130.75	2260.5
Math	46	tarantula	2	811	1620
Math	47	barinel	3	3	1645.5
Math	47	dstar2	2	2	1645.5
Math	47	ochiai	2	2	1645.5
Math	47	opt2	2	2	2311.5
Math	47	tarantula	3	3	1645.5
Math	48	barinel	357	357	357
Math	48	dstar2	357	357	357
Math	48	ochiai	357	357	357
Math	48	opt2	357	357	357
Math	48	tarantula	357	357	357
Math	49	barinel	7	1909	1909
Math	49	dstar2	7	1909	1909
Math	49	ochiai	7	1909	1909
Math	49	opt2	7	1306.5	2306.5
Math	49	tarantula	7	1909	1909
Math	50	barinel	1	1.5	4
Math	50	dstar2	1	1.5	4
Math	50	ochiai	1	1.5	4
Math	50	opt2	1	1.5	4
Math	50	tarantula	1	1.5	4
Math	51	barinel	29.6666666666667	32	32
Math	51	dstar2	29.6666666666667	32	32
Math	51	ochiai	29.6666666666667	32	32
Math	51	opt2	29.6666666666667	32	32
Math	51	tarantula	29.6666666666667	32	32
Math	52	barinel	17.5	1801	1801
Math	52	dstar2	17.5	1801	1801
Math	52	ochiai	17.5	1801	1801
Math	52	opt2	17.5	2520.5	2520.5
Math	52	tarantula	17.5	1801	1801
Math	53	barinel	1	2	2
Math	53	dstar2	1	2	2
Math	53	ochiai	1	2	2
Math	53	opt2	1	2	2
Math	53	tarantula	1	2	2
Math	54	barinel	19	920.25	1821.5
Math	54	dstar2	19	920.25	1821.5
Math	54	ochiai	19	920.25	1821.5
Math	54	opt2	19	459.25	899.5
Math	54	tarantula	19	920.25	1821.5
Math	55	barinel	1	1	1
Math	55	dstar2	1	1	1
Math	55	ochiai	1	1	1
Math	55	opt2	1	1	1
Math	55	tarantula	1	1	1
Math	56	barinel	4	14	14
Math	56	dstar2	4	14	14
Math	56	ochiai	4	14	14
Math	56	opt2	4	14	14
Math	56	tarantula	4	14	14
Math	57	barinel	9	9	9
Math	57	dstar2	9	9	9
Math	57	ochiai	9	9	9
Math	57	opt2	9	9	9
Math	57	tarantula	9	9	9
Math	58	barinel	843.5	843.5	843.5
Math	58	dstar2	843.5	843.5	843.5
Math	58	ochiai	843.5	843.5	843.5
Math	58	opt2	843.5	843.5	843.5
Math	58	tarantula	843.5	843.5	843.5
Math	59	barinel	1.5	1.5	1.5
Math	59	dstar2	1.5	1.5	1.5
Math	59	ochiai	1.5	1.5	1.5
Math	59	opt2	1.5	1.5	1.5
Math	59	tarantula	1.5	1.5	1.5
Math	60	barinel	40.5	1370	1370
Math	60	dstar2	40.5	1370	1370
Math	60	ochiai	40.5	1370	1370
Math	60	opt2	40.5	1288.5	1288.5
Math	60	tarantula	40.5	1370	1370
Math	61	barinel	5	1529	3053
Math	61	dstar2	5	1529	3053
Math	61	ochiai	5	1529	3053
Math	61	opt2	5	1529	3053
Math	61	tarantula	5	1529	3053
Math	62	barinel	108	270	270
Math	62	dstar2	108	270	270
Math	62	ochiai	108	270	270
Math	62	opt2	108	270	270
Math	62	tarantula	108	270	270
Math	63	barinel	4.5	4.5	4.5
Math	63	dstar2	4.5	4.5	4.5
Math	63	ochiai	4.5	4.5	4.5
Math	63	opt2	4.5	4.5	4.5
Math	63	tarantula	4.5	4.5	4.5
Math	64	barinel	38	204	986.5
Math	64	dstar2	38	203	986.5
Math	64	ochiai	38	203	986.5
Math	64	opt2	38	203	986.5
Math	64	tarantula	38	204	986.5
Math	65	barinel	25	165	165
Math	65	dstar2	25	165	165
Math	65	ochiai	25	165	165
Math	65	opt2	25	165	165
Math	65	tarantula	25	165	165
Math	66	barinel	509	567.5	2599
Math	66	dstar2	16.8571428571429	58	2599
Math	66	ochiai	62.8571428571429	104	2599
Math	66	opt2	14.8571428571429	56	2599
Math	66	tarantula	509	567.5	2599
Math	67	barinel	143	349.25	555.5
Math	67	dstar2	143	349.25	555.5
Math	67	ochiai	143	349.25	555.5
Math	67	opt2	143	348.5	554
Math	67	tarantula	143	349.25	555.5
Math	68	barinel	131	131	508.5
Math	68	dstar2	130	130	508.5
Math	68	ochiai	130	130	508.5
Math	68	opt2	130	130	635
Math	68	tarantula	131	131	508.5
Math	69	barinel	46	46	46
Math	69	dstar2	46	46	46
Math	69	ochiai	46	46	46
Math	69	opt2	46	46	46
Math	69	tarantula	46	46	46
Math	70	barinel	1	1	1
Math	70	dstar2	1	1	1
Math	70	ochiai	1	1	1
Math	70	opt2	1	1	1
Math	70	tarantula	1	1	1
Math	71	barinel	1	1.5	1.5
Math	71	dstar2	1	1.5	1.5
Math	71	ochiai	1	1.5	1.5
Math	71	opt2	288	288.5	288.5
Math	71	tarantula	1	1.5	1.5
Math	72	barinel	2.5	77.25	152
Math	72	dstar2	2.5	77.25	152
Math	72	ochiai	2.5	77.25	152
Math	72	opt2	2.5	51	99.5
Math	72	tarantula	2.5	77.25	152
Math	73	barinel	2.5	2.5	2.5
Math	73	dstar2	2.5	2.5	2.5
Math	73	ochiai	2.5	2.5	2.5
Math	73	opt2	2.5	2.5	2.5
Math	73	tarantula	2.5	2.5	2.5
Math	74	barinel	912.333333333333	2048.25	7151
Math	74	dstar2	912.333333333333	2048.25	7151
Math	74	ochiai	912.333333333333	2048.25	7151
Math	74	opt2	912.333333333333	2972	7151
Math	74	tarantula	912.333333333333	2048.25	7151
Math	75	barinel	1.5	1.5	1.5
Math	75	dstar2	1.5	1.5	1.5
Math	75	ochiai	1.5	1.5	1.5
Math	75	opt2	1.5	1.5	1.5
Math	75	tarantula	1.5	1.5	1.5
Math	76	barinel	76.25	1704	3016.5
Math	76	dstar2	75.25	1780.75	3016.5
Math	76	ochiai	75.25	1780.75	3016.5
Math	76	opt2	75.25	2812	5079
Math	76	tarantula	76.25	1704	3016.5
Math	77	barinel	3.375	13.5	6842.5
Math	77	dstar2	3.375	13.5	6842.5
Math	77	ochiai	3.375	13.5	6842.5
Math	77	opt2	4.375	14.5	6842.5
Math	77	tarantula	3.375	13.5	6842.5
Math	78	barinel	107	107	107
Math	78	dstar2	107	107	107
Math	78	ochiai	107	107	107
Math	78	opt2	107	107	107
Math	78	tarantula	107	107	107
Math	79	barinel	31	32	32
Math	79	dstar2	31	32	32
Math	79	ochiai	31	32	32
Math	79	opt2	31	32	32
Math	79	tarantula	31	32	32
Math	80	barinel	18	18	18
Math	80	dstar2	18	18	18
Math	80	ochiai	18	18	18
Math	80	opt2	18	18	18
Math	80	tarantula	18	18	18
Math	81	barinel	8	1551.25	2641.5
Math	81	dstar2	8	1551.25	2641.5
Math	81	ochiai	8	1551.25	2641.5
Math	81	opt2	8	2424.75	4388.5
Math	81	tarantula	8	1551.25	2641.5
Math	82	barinel	157.5	157.5	157.5
Math	82	dstar2	157.5	157.5	157.5
Math	82	ochiai	157.5	157.5	157.5
Math	82	opt2	157.5	157.5	157.5
Math	82	tarantula	157.5	157.5	157.5
Math	83	barinel	21	29	142.5
Math	83	dstar2	21	29	142.5
Math	83	ochiai	21	29	142.5
Math	83	opt2	21	29	142.5
Math	83	tarantula	21	29	142.5
Math	84	barinel	44	44	44
Math	84	dstar2	24.5	24.5	24.5
Math	84	ochiai	31	31	31
Math	84	opt2	24.5	24.5	24.5
Math	84	tarantula	44	44	44
Math	85	barinel	86	86	86
Math	85	dstar2	86	86	86
Math	85	ochiai	86	86	86
Math	85	opt2	86	86	86
Math	85	tarantula	86	86	86
Math	86	barinel	80	500.25	2395.5
Math	86	dstar2	75	497.75	2395.5
Math	86	ochiai	75	497.75	2395.5
Math	86	opt2	19	423.75	2395.5
Math	86	tarantula	80	500.25	2395.5
Math	87	barinel	120.333333333333	669.75	3186
Math	87	dstar2	120.333333333333	669.75	3186
Math	87	ochiai	120.333333333333	669.75	3186
Math	87	opt2	120.333333333333	1129.25	3186
Math	87	tarantula	120.333333333333	669.75	3186
Math	88	barinel	1	19	3186.5
Math	88	dstar2	1	19	3186.5
Math	88	ochiai	1	19	3186.5
Math	88	opt2	1	19	3186.5
Math	88	tarantula	1	19	3186.5
Math	89	barinel	1	1	1
Math	89	dstar2	1	1	1
Math	89	ochiai	1	1	1
Math	89	opt2	1	1	1
Math	89	tarantula	1	1	1
Math	90	barinel	3.33333333333333	4	4
Math	90	dstar2	3.33333333333333	4	4
Math	90	ochiai	3.33333333333333	4	4
Math	90	opt2	3.33333333333333	4	4
Math	90	tarantula	3.33333333333333	4	4
Math	91	barinel	1.33333333333333	2	2
Math	91	dstar2	1.33333333333333	2	2
Math	91	ochiai	1.33333333333333	2	2
Math	91	opt2	1.33333333333333	2	2
Math	91	tarantula	1.33333333333333	2	2
Math	92	barinel	1.5	11	346.5
Math	92	dstar2	1.5	11	346.5
Math	92	ochiai	1.5	11	346.5
Math	92	opt2	1.5	11	346.5
Math	92	tarantula	1.5	11	346.5
Math	93	barinel	2	4.75	7
Math	93	dstar2	2	4.75	7
Math	93	ochiai	2	4.75	7
Math	93	opt2	2	4.75	7
Math	93	tarantula	2	4.75	7
Math	94	barinel	13.5	13.5	13.5
Math	94	dstar2	13.5	13.5	13.5
Math	94	ochiai	13.5	13.5	13.5
Math	94	opt2	13.5	13.5	13.5
Math	94	tarantula	13.5	13.5	13.5
Math	95	barinel	8.66666666666667	12	747
Math	95	dstar2	8.66666666666667	12	747
Math	95	ochiai	8.66666666666667	12	747
Math	95	opt2	8.66666666666667	12	747
Math	95	tarantula	8.66666666666667	12	747
Math	96	barinel	8.5	8.5	8.5
Math	96	dstar2	8.5	8.5	8.5
Math	96	ochiai	8.5	8.5	8.5
Math	96	opt2	8.5	8.5	8.5
Math	96	tarantula	8.5	8.5	8.5
Math	97	barinel	1.5	13	28
Math	97	dstar2	1.5	13	28
Math	97	ochiai	1.5	13	28
Math	97	opt2	1.5	13	28
Math	97	tarantula	1.5	13	28
Math	98	barinel	6.66666666666667	10	10
Math	98	dstar2	6.66666666666667	10	10
Math	98	ochiai	6.66666666666667	10	10
Math	98	opt2	6.66666666666667	10	10
Math	98	tarantula	6.66666666666667	10	10
Math	99	barinel	1.66666666666667	11.5	20.5
Math	99	dstar2	1.66666666666667	10	17.5
Math	99	ochiai	1.66666666666667	10	17.5
Math	99	opt2	13.5	19.5	25.5
Math	99	tarantula	1.66666666666667	11.5	20.5
Math	100	barinel	11.5	445	445
Math	100	dstar2	11.5	445	445
Math	100	ochiai	11.5	445	445
Math	100	opt2	11.5	573.5	590
Math	100	tarantula	11.5	445	445
Math	101	barinel	9.5	9.5	9.5
Math	101	dstar2	9.5	9.5	9.5
Math	101	ochiai	9.5	9.5	9.5
Math	101	opt2	9.5	9.5	9.5
Math	101	tarantula	9.5	9.5	9.5
Math	102	barinel	4.25	8.5	1578.5
Math	102	dstar2	3.75	7.5	1578.5
Math	102	ochiai	3.75	7.5	1578.5
Math	102	opt2	3.75	7.5	1578.5
Math	102	tarantula	4.25	8.5	1578.5
Math	103	barinel	35.3333333333333	36.5	36.5
Math	103	dstar2	35.3333333333333	36.5	36.5
Math	103	ochiai	35.3333333333333	36.5	36.5
Math	103	opt2	35.3333333333333	36.5	36.5
Math	103	tarantula	35.3333333333333	36.5	36.5
Math	104	barinel	257.5	257.5	257.5
Math	104	dstar2	257.5	257.5	257.5
Math	104	ochiai	257.5	257.5	257.5
Math	104	opt2	257.5	257.5	257.5
Math	104	tarantula	257.5	257.5	257.5
Math	105	barinel	13	13	13
Math	105	dstar2	13	13	13
Math	105	ochiai	13	13	13
Math	105	opt2	13	13	13
Math	105	tarantula	13	13	13
Math	106	barinel	3.75	7.5	7.5
Math	106	dstar2	3.75	7.5	7.5
Math	106	ochiai	3.75	7.5	7.5
Math	106	opt2	3.75	7.5	7.5
Math	106	tarantula	3.75	7.5	7.5
Mockito	1	barinel	3	3	3
Mockito	1	dstar2	1.5	1.5	1.5
Mockito	1	ochiai	1.5	1.5	1.5
Mockito	1	opt2	1.5	1.5	1.5
Mockito	1	tarantula	3	3	3
Mockito	2	barinel	8.66666666666667	10.5	10.5
Mockito	2	dstar2	1.66666666666667	2.5	2.5
Mockito	2	ochiai	1.66666666666667	2.5	2.5
Mockito	2	opt2	1.66666666666667	2.5	2.5
Mockito	2	tarantula	8.66666666666667	10.5	10.5
Mockito	3	barinel	8	13.75	15
Mockito	3	dstar2	1	3.75	5
Mockito	3	ochiai	1	3.75	5
Mockito	3	opt2	1	3.75	5
Mockito	3	tarantula	8	13.75	15
Mockito	4	barinel	1214	1700	1700
Mockito	4	dstar2	1214	1700	1700
Mockito	4	ochiai	1214	1700	1700
Mockito	4	opt2	863	1596.5	2007.5
Mockito	4	tarantula	1214	1700	1700
Mockito	5	barinel	2448.5	2448.5	2448.5
Mockito	5	dstar2	2448.5	2448.5	2448.5
Mockito	5	ochiai	2448.5	2448.5	2448.5
Mockito	5	opt2	3440.5	3440.5	3440.5
Mockito	5	tarantula	2448.5	2448.5	2448.5
Mockito	6	barinel	1	13	1937
Mockito	6	dstar2	2	134.25	1937
Mockito	6	ochiai	1	12.25	1937
Mockito	6	opt2	888	900.5	2084.5
Mockito	6	tarantula	1	13	1937
Mockito	7	barinel	48	48	48
Mockito	7	dstar2	48	48	48
Mockito	7	ochiai	48	48	48
Mockito	7	opt2	48	48	48
Mockito	7	tarantula	48	48	48
Mockito	8	barinel	276.5	276.5	276.5
Mockito	8	dstar2	276.5	276.5	276.5
Mockito	8	ochiai	276.5	276.5	276.5
Mockito	8	opt2	276.5	276.5	276.5
Mockito	8	tarantula	276.5	276.5	276.5
Mockito	9	barinel	1685.5	1685.5	1685.5
Mockito	9	dstar2	1685.5	1685.5	1685.5
Mockito	9	ochiai	1685.5	1685.5	1685.5
Mockito	9	opt2	2122.5	2122.5	2122.5
Mockito	9	tarantula	1685.5	1685.5	1685.5
Mockito	10	barinel	21	1382	3579
Mockito	10	dstar2	21	1382	3579
Mockito	10	ochiai	21	1382	3579
Mockito	10	opt2	21	1764.5	3579
Mockito	10	tarantula	21	1382	3579
Mockito	11	barinel	1	1	779
Mockito	11	dstar2	1	1	779
Mockito	11	ochiai	1	1	779
Mockito	11	opt2	1	1	348.5
Mockito	11	tarantula	1	1	779
Mockito	12	barinel	1.5	1.5	1.5
Mockito	12	dstar2	1.5	1.5	1.5
Mockito	12	ochiai	1.5	1.5	1.5
Mockito	12	opt2	4.5	4.5	4.5
Mockito	12	tarantula	1.5	1.5	1.5
Mockito	13	barinel	85.5	85.5	85.5
Mockito	13	dstar2	85.5	85.5	85.5
Mockito	13	ochiai	85.5	85.5	85.5
Mockito	13	opt2	85.5	85.5	85.5
Mockito	13	tarantula	85.5	85.5	85.5
Mockito	14	barinel	98	98	125.5
Mockito	14	dstar2	98	98	125.5
Mockito	14	ochiai	98	98	125.5
Mockito	14	opt2	98	98	125.5
Mockito	14	tarantula	98	98	125.5
Mockito	15	barinel	164	164	164
Mockito	15	dstar2	164	164	164
Mockito	15	ochiai	164	164	164
Mockito	15	opt2	164	164	164
Mockito	15	tarantula	164	164	164
Mockito	16	barinel	5.5	365.5	2324
Mockito	16	dstar2	5.5	365.5	2324
Mockito	16	ochiai	5.5	365.5	2324
Mockito	16	opt2	5.5	365.5	2324
Mockito	16	tarantula	5.5	365.5	2324
Mockito	17	barinel	4	65.5	728.5
Mockito	17	dstar2	4	65.5	728.5
Mockito	17	ochiai	4	65.5	728.5
Mockito	17	opt2	4	65.5	1218.5
Mockito	17	tarantula	4	65.5	728.5
Mockito	18	barinel	1	3	3
Mockito	18	dstar2	1	3	3
Mockito	18	ochiai	1	3	3
Mockito	18	opt2	1	3	3
Mockito	18	tarantula	1	3	3
Mockito	19	barinel	15	117	3549.5
Mockito	19	dstar2	15	117	3549.5
Mockito	19	ochiai	15	117	3549.5
Mockito	19	opt2	15	117	3549.5
Mockito	19	tarantula	15	117	3549.5
Mockito	20	barinel	159	185	1930.5
Mockito	20	dstar2	111	137	1930.5
Mockito	20	ochiai	111	137	1930.5
Mockito	20	opt2	58	84	1184.5
Mockito	20	tarantula	159	185	1930.5
Mockito	21	barinel	2	4	2028
Mockito	21	dstar2	2	4	2028
Mockito	21	ochiai	2	4	2028
Mockito	21	opt2	2	4	2028
Mockito	21	tarantula	2	4	2028
Mockito	22	barinel	12	12	12
Mockito	22	dstar2	12	12	12
Mockito	22	ochiai	12	12	12
Mockito	22	opt2	12	12	12
Mockito	22	tarantula	12	12	12
Mockito	23	barinel	14.5	40.5	625
Mockito	23	dstar2	14.5	40.5	625
Mockito	23	ochiai	14.5	40.5	625
Mockito	23	opt2	14.5	40.5	625
Mockito	23	tarantula	14.5	40.5	625
Mockito	24	barinel	1	1	1
Mockito	24	dstar2	1	1	1
Mockito	24	ochiai	1	1	1
Mockito	24	opt2	1	1	1
Mockito	24	tarantula	1	1	1
Mockito	25	barinel	74.2	77.5	6029.5
Mockito	25	dstar2	62.2	65.5	6029.5
Mockito	25	ochiai	63.2	66.5	6029.5
Mockito	25	opt2	47.2	50.5	6029.5
Mockito	25	tarantula	74.2	77.5	6029.5
Mockito	26	barinel	211	211	211
Mockito	26	dstar2	103	103	103
Mockito	26	ochiai	117.5	117.5	117.5
Mockito	26	opt2	16	16	16
Mockito	26	tarantula	211	211	211
Mockito	27	barinel	16.3333333333333	19.5	19.5
Mockito	27	dstar2	16.3333333333333	19.5	19.5
Mockito	27	ochiai	16.3333333333333	19.5	19.5
Mockito	27	opt2	233.333333333333	236.5	236.5
Mockito	27	tarantula	16.3333333333333	19.5	19.5
Mockito	28	barinel	243	243	243
Mockito	28	dstar2	243	243	243
Mockito	28	ochiai	243	243	243
Mockito	28	opt2	243	243	243
Mockito	28	tarantula	243	243	243
Mockito	29	barinel	1268	1268	1268
Mockito	29	dstar2	1268	1268	1268
Mockito	29	ochiai	1268	1268	1268
Mockito	29	opt2	1702.5	1702.5	1702.5
Mockito	29	tarantula	1268	1268	1268
Mockito	30	barinel	3	659.5	1575
Mockito	30	dstar2	3	659.5	1575
Mockito	30	ochiai	3	659.5	1575
Mockito	30	opt2	3	332.5	1575
Mockito	30	tarantula	3	1058	1575
Mockito	31	barinel	2	2	2
Mockito	31	dstar2	2	2	2
Mockito	31	ochiai	2	2	2
Mockito	31	opt2	2	2	2
Mockito	31	tarantula	2	2	2
Mockito	32	barinel	2	2	2
Mockito	32	dstar2	2	2	2
Mockito	32	ochiai	2	2	2
Mockito	32	opt2	2	2	2
Mockito	32	tarantula	2	2	2
Mockito	33	barinel	198	198	198
Mockito	33	dstar2	85.5	85.5	85.5
Mockito	33	ochiai	86	86	86
Mockito	33	opt2	54	54	54
Mockito	33	tarantula	198	198	198
Mockito	34	barinel	61	61	61
Mockito	34	dstar2	50	50	50
Mockito	34	ochiai	50	50	50
Mockito	34	opt2	26	26	26
Mockito	34	tarantula	61	61	61
Mockito	35	barinel	2.5	5	10
Mockito	35	dstar2	1	15.5	53
Mockito	35	ochiai	1	6.5	33
Mockito	35	opt2	428	433.5	437
Mockito	35	tarantula	2.5	5	10
Mockito	36	barinel	1395	1395	1395
Mockito	36	dstar2	1395	1395	1395
Mockito	36	ochiai	1395	1395	1395
Mockito	36	opt2	1740.5	1740.5	1740.5
Mockito	36	tarantula	1395	1395	1395
Mockito	37	barinel	3	3	3
Mockito	37	dstar2	3	3	3
Mockito	37	ochiai	3	3	3
Mockito	37	opt2	2	2	2
Mockito	37	tarantula	3	3	3
Mockito	38	barinel	1081.5	1081.5	1081.5
Mockito	38	dstar2	1081.5	1081.5	1081.5
Mockito	38	ochiai	1081.5	1081.5	1081.5
Mockito	38	opt2	1469	1469	1469
Mockito	38	tarantula	1081.5	1081.5	1081.5
Time	1	barinel	3.33333333333333	14	6195
Time	1	dstar2	3.33333333333333	14	6195
Time	1	ochiai	3.33333333333333	14	6195
Time	1	opt2	3.33333333333333	14	6195
Time	1	tarantula	3.33333333333333	14	6195
Time	2	barinel	4	36	3953
Time	2	dstar2	4	36	3953
Time	2	ochiai	4	36	3953
Time	2	opt2	4	36	3723
Time	2	tarantula	4	36	3953
Time	3	barinel	1	8	4208
Time	3	dstar2	1	28	4208
Time	3	ochiai	1	18	4208
Time	3	opt2	1	2063	4626
Time	3	tarantula	1	8	4208
Time	4	barinel	25.5	25.5	25.5
Time	4	dstar2	25.5	25.5	25.5
Time	4	ochiai	25.5	25.5	25.5
Time	4	opt2	25.5	25.5	25.5
Time	4	tarantula	25.5	25.5	25.5
Time	5	barinel	75	78.75	3010.5
Time	5	dstar2	2	5.75	3010.5
Time	5	ochiai	26	29.75	3010.5
Time	5	opt2	2	5.75	3520.5
Time	5	tarantula	75	78.75	3010.5
Time	6	barinel	15.6666666666667	145.5	3378
Time	6	dstar2	1.66666666666667	141.5	3378
Time	6	ochiai	1.66666666666667	141.5	3378
Time	6	opt2	23.5	1170.5	1964.5
Time	6	tarantula	15.6666666666667	145.5	3378
Time	7	barinel	14	16	16
Time	7	dstar2	13	15	15
Time	7	ochiai	13	15	15
Time	7	opt2	13	15	15
Time	7	tarantula	14	16	16
Time	8	barinel	26.5	29	2087.5
Time	8	dstar2	26.5	29	2087.5
Time	8	ochiai	26.5	29	2087.5
Time	8	opt2	26.5	29	1777
Time	8	tarantula	26.5	29	2087.5
Time	9	barinel	3	28.5	33.5
Time	9	dstar2	3	28.5	33.5
Time	9	ochiai	3	28.5	33.5
Time	9	opt2	3	28.5	33.5
Time	9	tarantula	3	28.5	33.5
Time	10	barinel	218.666666666667	222	222
Time	10	dstar2	210.333333333333	213.5	213.5
Time	10	ochiai	212.333333333333	216.5	216.5
Time	10	opt2	206.333333333333	209.5	209.5
Time	10	tarantula	218.666666666667	222	222
Time	11	barinel	458.5	473	473
Time	11	dstar2	458.5	473	473
Time	11	ochiai	458.5	473	473
Time	11	opt2	458.5	473	473
Time	11	tarantula	458.5	473	473
Time	12	barinel	2	18	27.5
Time	12	dstar2	22	40.75	53
Time	12	ochiai	3.2	27.25	43.5
Time	12	opt2	1673	1687	1694.5
Time	12	tarantula	2	18	27.5
Time	13	barinel	21	27.5	27.5
Time	13	dstar2	21	27.5	27.5
Time	13	ochiai	21	27.5	27.5
Time	13	opt2	21	27.5	27.5
Time	13	tarantula	21	27.5	27.5
Time	14	barinel	5	5	5
Time	14	dstar2	5	5	5
Time	14	ochiai	5	5	5
Time	14	opt2	4	4	4
Time	14	tarantula	5	5	5
Time	15	barinel	2	2	2
Time	15	dstar2	2	2	2
Time	15	ochiai	2	2	2
Time	15	opt2	2	2	2
Time	15	tarantula	2	2	2
Time	16	barinel	8	8	8
Time	16	dstar2	8	8	8
Time	16	ochiai	8	8	8
Time	16	opt2	8	8	8
Time	16	tarantula	8	8	8
Time	17	barinel	1.66666666666667	5	5
Time	17	dstar2	1.66666666666667	5	5
Time	17	ochiai	1.66666666666667	5	5
Time	17	opt2	1.66666666666667	5	5
Time	17	tarantula	1.66666666666667	5	5
Time	18	barinel	3	5	5
Time	18	dstar2	3	5	5
Time	18	ochiai	3	5	5
Time	18	opt2	3	5	5
Time	18	tarantula	3	5	5
Time	19	barinel	206	206	206
Time	19	dstar2	206	206	206
Time	19	ochiai	206	206	206
Time	19	opt2	206	206	206
Time	19	tarantula	206	206	206
Time	20	barinel	4.4	6.5	6.5
Time	20	dstar2	4.4	6.5	6.5
Time	20	ochiai	4.4	6.5	6.5
Time	20	opt2	4.4	6.5	6.5
Time	20	tarantula	4.4	6.5	6.5
Time	21	barinel	4	21	5677.5
Time	21	dstar2	3	14.5	5677.5
Time	21	ochiai	3	14.5	5677.5
Time	21	opt2	1	12.5	5677.5
Time	21	tarantula	4	21	5677.5
Time	22	barinel	4.5	10.5	16.5
Time	22	dstar2	4.5	10.5	16.5
Time	22	ochiai	4.5	10.5	16.5
Time	22	opt2	3.5	9.5	15.5
Time	22	tarantula	4.5	10.5	16.5
Time	23	barinel	3.31428571428571	25	25
Time	23	dstar2	3.31428571428571	25	25
Time	23	ochiai	3.31428571428571	25	25
Time	23	opt2	3.31428571428571	25	25
Time	23	tarantula	3.31428571428571	25	25
Time	24	barinel	670	670	670
Time	24	dstar2	670	670	670
Time	24	ochiai	670	670	670
Time	24	opt2	661	661	661
Time	24	tarantula	670	670	670
Time	25	barinel	226	226	226
Time	25	dstar2	226	226	226
Time	25	ochiai	226	226	226
Time	25	opt2	211	211	211
Time	25	tarantula	226	226	226
Time	26	barinel	840.5	4700.5	4700.5
Time	26	dstar2	612.5	4700.5	4700.5
Time	26	ochiai	618.5	4700.5	4700.5
Time	26	opt2	216.5	5779.5	6699.5
Time	26	tarantula	840.5	4700.5	4700.5
Time	27	barinel	381	388	388
Time	27	dstar2	381	388	388
Time	27	ochiai	381	388	388
Time	27	opt2	381	388	388
Time	27	tarantula	381	388	388
